Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Rating,Restaurant Review,Restaurant Address,District/Kecamatan,City,Province,Additional Info
Caffè Milano,"['Casual Dining', 'Kafe']",['Kopi'],['Itali'],600000,4.3,704,"Grand Indonesia Mall, East Mall, Lantai Ground, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Nidcielo,"['Casual Dining', 'Bar']",['Kopi'],['Spanyol'],500000,4.1,71,"Soho Gunawarman 61, Lantai 2, Jl. Gunawarman No.61, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'No Additional Info', 'Wifi Tersedia']"
Yakiniku Like,['Casual Dining'],"['Grill House', 'Barbekyu']",['Jepang'],200000,4.6,393,"Grand Indonesia Mall, West Mall, Lantai 5, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta 10230",Menteng,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir']"
Ecology Bistro and Lounge,"['Casual Dining', 'Lounge']",['Kopi'],['Barat'],500000,4.1,402,"Jl. Kemang Raya No. 6, Kemang, Jakarta 12730",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Bawa Pulang Tersedia', 'Kehidupan Malam', 'Wifi Tersedia']"
Benihana Japanese Steakhouse,['Fine Dining'],"['Tea', 'Steak']","['No Region', 'Barat', 'Jepang']",900000,4.3,239,"Plaza Indonesia, Lantai 3, Jl. MH. Thamrin, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Pesan Antar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Maicha,['Toko Minuman'],"['Tea', 'Ice Cream']",['Jepang'],60000,3.7,5,"Ruko Neo Arcade, Jl. CBD Gading Serpong, Serpong Utara",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dailydose Coffee and Eatery,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",120000,4.3,390,"Jl. Achmad Adnawijaya No. 141A, Bogor Utara, Bogor",Bogor Utara,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Warung Nako,['Quick Bites'],"['Tea', 'Kopi']",['Indonesia'],100000,3.0,12,"Jl. Margonda Raya No. 28, Beji, Depok",Pancoran Mas,Depok,Jawa Barat,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Shabugram,['Casual Dining'],['Kopi'],"['Indonesia', 'Chinese', 'Itali', 'Jepang']",250000,3.3,31,"Jl. Raya Jakarta-Bogor No. 147, Bogor Utara, Bogor",Bogor Utara,Bogor Kota,Jawa Barat,"['Ramah untuk Anak', 'Parkir Gratis', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Pilihan Vegan', 'Wifi Tersedia', 'Ramah Vegetarian']"
Ben Gong’s Tea,['Toko Minuman'],"['Tea', 'Minuman', 'Bubble Tea']","['No Region', 'Indonesia']",60000,3.8,33,"Neo Soho Mall Lt.3A, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Hanaguni,['Casual Dining'],['Kopi'],['Jepang'],250000,4.5,596,"Ruko Inkopal Blok A No. 21-23, Jl. Boulevard Barat, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Coco Ichibanya Curry,['Quick Bites'],['Kopi'],['Jepang'],260000,4.6,729,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Ajwad,['Quick Bites'],['Kopi'],['Arab'],185000,4.4,317,"Jl. Condet Raya No. 50, Kramat Jati, Jakarta",Kramatjati,Jakarta Timur,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia']"
The Goods Diner,['Casual Dining'],['Burger'],['Eropa'],450000,4.1,707,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Brunch', 'Alkohol Tersedia', 'Sarapan', 'Hanya untuk reservasi meja', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Menyediakan cocktail', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Lembur Kuring,['Casual Dining'],['Seafood'],"['Jawa', 'Sunda']",180000,3.9,81,"Soekarno Hatta International Airport, Jl. Raya Bandara, Benda, Tangerang",Benda,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Tempat duduk di luar', 'Di dalam ruangan']"
Kim's K-Food,['Quick Bites'],['Desserts'],['Korea'],190000,3.8,11,"Lippo Mall Puri, Lantai LG, Jl. Puri Indah Raya, Puri Indah, Jakarta",Kembangan,Jakarta Barat,DKI Jakarta,"['No Additional Info', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Song Fa Bak Kut Teh,['Casual Dining'],['Tea'],"['Indonesia', 'Chinese']",300000,4.5,303,"Central Park, Lantai 3, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Chill Bill Coffees and Platters,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia', 'Asia']",150000,4.2,188,"Ruko Emerald Boulevard, Jl. Jombang Raya, Blok AA 2 No. 52, Pondok Aren, Tangerang",Pondok Aren,Tangerang Selatan,Banten,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Darling Habit,['Kafe'],"['Tea', 'Kopi']",['Barat'],80000,4.1,347,"Jl. Tebet Barat No. 66, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Desserts and Bakes', 'Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Bawa Pulang Tersedia']"
Pagi Sore,['Quick Bites'],['Kopi'],['Padang'],200000,4.3,212,"Jl. Jalur Sutera Boulevard Kav. 20D, Pinang, Tangerang",Pinang,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Tugu Kunstkring Paleis,['Fine Dining'],['Kopi'],"['Jawa', 'Barat', 'Indonesia', 'Betawi']",500000,4.7,640,"Jl. Teuku Umar No. 1, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['', 'Alkohol Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'No Additional Info', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
View - Fairmont Jakarta,['Fine Dining'],['Kopi'],['Barat'],1400000,4.2,100,"Fairmont Jakarta, Lantai 22, Jl. Asia Afrika No. 8, Senayan, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Alkohol Tersedia', 'Di dalam ruangan']"
Warung Bu Kris,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",150000,4.4,423,"Golden Plaza, Blok D No 10, Jl. RS Fatmawati No. 15, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Grand Garden Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Meksiko', 'Barat', 'Indonesia']",250000,4.0,436,"Kebun Raya Bogor, Jl. Ir. H. Juanda No. 13, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Hanya Bir', 'Wifi Tersedia']"
Zanas Indian Fusion Cuisine,['Quick Bites'],['Kopi'],"['India Utara', 'India']",250000,4.0,64,"Taman Kemayoran Condominium, Tower Eboni, Lantai Ground, Jl. H. Benyamin Sueb, Kemayoran, Jakarta",Kemayoran,Jakarta Pusat,DKI Jakarta,"['BYOB', 'Hanya untuk reservasi meja', 'Hanya Wine dan Bir', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Ramah Vegetarian']"
Coffee Tea'se Me,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],50000,3.8,7,"Jl. K. H. Hasyim Ashari No. 44, Roxy, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Ramen 38 Sanpachi,['Quick Bites'],['Ramen'],['Jepang'],150000,4.1,520,"Jl. Melawai No. 189B, Melawai, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Hanya Bir']"
Pisang Goreng Madu Bu Nanik,['Quick Bites'],['Makanan Jalanan'],['Indonesia'],50000,4.7,825,"Jl. Tanjung Duren Raya No. 67, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Pesan Antar']"
Sumire - Grand Hyatt,['Fine Dining'],['Sushi'],['Jepang'],1000000,4.4,258,"Grand Hyatt, Jl. M. H. Thamrin, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Makan Mewah', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']"
Cake Lab,"['Toko Kue & Roti', 'Dessert Parlor', 'Kafe']","['Desserts', 'Kue & Roti']",['Indonesia'],120000,4.2,251,"Jl. Tebet Barat Dalam Raya No. 122, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Desserts and Bakes', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Amy and Cake,['Toko Kue & Roti'],"['Desserts', 'Kopi', 'Kue & Roti']",['Indonesia'],80000,3.2,4,"Jl. Kemang Raya No. 14B, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Menya Musashi Bukotsu,['Casual Dining'],['Ramen'],['Jepang'],110000,4.4,643,"Kota Kasablanka, Lantai LG, Jl. Casablanca Raya, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Joni Steak,['Quick Bites'],"['Tea', 'Steak']","['No Region', 'Barat']",200000,4.1,533,"Jl. H. Samanhudi No. 65, Pasar Baru, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sate Ayam Kambing RSPP,['Kaki Lima'],"['Ayam', 'Satay', 'Meat', 'Makanan Jalanan']","['Jawa', 'Indonesia']",80000,4.2,441,"Jl. Kyai Maja No. 21, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Born Ga,['Casual Dining'],"['Grill House', 'Barbekyu']",['Korea'],400000,4.7,659,"Jl. Wolter Monginsidi No. 24, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Hanya Bir']"
Coffee Alley,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],100000,3.7,76,"Ruko Golden 8, Jl. Ki Hajar Dewantara, Blok D No. 1, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kiila Kiila Cafe,['Kafe'],['Kopi'],"['No Region', 'Indonesia']",200000,3.5,10,"Body Soul Center, Lantai 2, Jl. Kemang Timur Dalam No. 9E, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
J. Sparrow Bar & Grill,['Casual Dining'],['Kopi'],"['Asia', 'Itali', 'Barat']",480000,4.2,566,"Noble House Building, Lantai Ground Floor, Jl. Mega Kuningan Barat, Kuningan, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Mie Tarempa,['Quick Bites'],['Bakmi'],['Indonesia'],70000,3.9,33,"Gedung Bina Flora, Jl. Mangga Besar Raya No. 68, Sawah Besar, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Un Bakes,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],70000,3.8,15,"Mall Kelapa Gading 3, Gading Walk, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan']"
Breeve Hills Restaurant & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['Barat', 'Indonesia', 'No Region', 'Padang', 'Asia']",200000,3.9,40,"Jl. Raya Puncak, Kampung Leuwimalang No. 81, Cisarua, Bogor",Cisarua,Bogor Kabupaten,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
DaGo Restaurant,['Casual Dining'],['Kopi'],['Korea'],350000,4.2,176,"Jl. Panglima Polim Raya No. 61, Dharmawangsa, Jakarta 12160",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Hanya untuk reservasi meja', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Seed,['Casual Dining'],"['Kopi', 'Makanan Sehat']","['Barat', 'Itali']",300000,4.1,160,"Plaza Kemang 88, Lantai Ground, Jl. Kemang Raya, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Brunch', 'Ramah untuk Anak', 'Hanya untuk reservasi meja', 'Sarapan', 'Hanya Wine dan Bir', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pilihan Vegan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Woven Coffee,['Kafe'],"['Tea', 'Desserts', 'Kopi', 'Minuman']",['No Region'],100000,3.7,71,"Jl. Raya Jatinegara Timur No. 107, Jatinegara, Jakarta",Jatinegara,Jakarta Timur,DKI Jakarta,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Beer Garden,"['Casual Dining', 'Bar']",['Minuman'],"['Barat', 'Itali']",300000,4.1,649,"Lot 8, Jl. Jenderal Sudirman, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Kehidupan Malam', 'Wifi Tersedia']"
Jag's Kitchen,['Kafe'],['Kopi'],"['Asia', 'Barat']",200000,4.1,143,"Jl. Sabar Raya No. 22, Larangan, Tangerang",Pesanggrahan,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Nanny's Pavillon,['Casual Dining'],['Kopi'],"['Eropa', 'Barat', 'Indonesia', 'Itali']",250000,4.0,544,"Central Park, Lantai Ground, SOGO, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Kedai Soto Ibu Rahayu,['Quick Bites'],['Soto'],"['Asia', 'Indonesia']",120000,4.3,367,"Jl. Pajajaran Indah V No. 38, Villa Duta, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Beranda Kitchen,['Casual Dining'],['Kopi'],"['Indonesia', 'Barat']",350000,3.5,107,"Jl. KH. Ahmad Dahlan No. 21, Gandaria, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Live Music', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Wifi Tersedia']"
Ban Ban Cheese Tea,['Toko Minuman'],['Tea'],['No Region'],60000,4.4,480,"Grand Indonesia Mall, West Mall, Lantai Lower Ground, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Prasmanan', 'Bawa Pulang Tersedia', 'Pesan Antar']"
Exquise Patisserie,"['Toko Kue & Roti', 'Kafe']","['Desserts', 'Kue & Roti']",['Eropa'],100000,4.4,369,"Rumah Cokro, Jl. HOS Cokroaminoto No. 42A, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Magal Mapogalmegi BBQ,['Casual Dining'],"['Grill House', 'Barbekyu']","['Korea', 'Indonesia']",300000,4.0,108,"Pondok Indah Plaza 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Blacklisted,"['Casual Dining', 'Kafe']","['Tea', 'Kopi', 'Desserts']",['Itali'],200000,4.0,216,"Puri Indah Mall Expansion. Lantai Dasar. Jl. Puri Agung, Puri Indah, Jakarta Barat",Kembangan,Jakarta Barat,DKI Jakarta,"['Pesan Antar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
The Grill,['Casual Dining'],"['Grill House', 'Barbekyu']","['Korea', 'Barat']",400000,4.3,195,"Mid Plaza 2, Lantai Lower Ground, Jl. Jenderal Sudirman, Sudirman, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Hanya Bir']"
BEER HALL,['Bar'],['Minuman'],['Barat'],250000,4.3,458,"Lot 19 SCBD, Jl. Jenderal Sudirman Kav 52-53, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['', 'Ruang Pribadi Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan', 'Live Music', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'No Additional Info', 'Biaya Buka Botol', 'Pesan Antar', 'Kehidupan Malam']"
Pigeebank,['Quick Bites'],['Kopi'],['Indonesia'],100000,4.6,379,"Ruko Paramount 7 CS, Blok DF-2 No. 9, Serpong Utara, Tangerang 15810",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bubur Ayam Barito,['Kaki Lima'],"['Ayam', 'Bubur']","['Jawa', 'Asia']",60000,4.5,634,"Loksem Gandaria, Jl. Gandaria Tengah III No. 1, Gandaria, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Kaki5 Bersertifikat BPOM', 'Tempat duduk di luar']"
Super Yumcha,['Casual Dining'],['Makanan Sehat'],"['Asia', 'Chinese']",200000,4.0,78,"Ruko Garden House, Blok B No. 17-18A, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta 14470",Penjaringan,Jakarta Utara,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'No Additional Info', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Chakra Hall & Lounge,"['Casual Dining', 'Lounge']",['Kopi'],"['Amerika', 'Indonesia', 'Itali']",400000,4.1,607,"Green Office Park BSD City, The Breeze, Jl. Grand Boulevard BSD, Serpong, Tangerang",Cisauk,Tangerang Kabupaten,Banten,"['Pesan Antar', 'Tempat duduk di luar', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Menyediakan cocktail', 'Hanya Bir', 'Wifi Tersedia']"
Popolamama,['Casual Dining'],['Pizza'],"['Fusion', 'Itali', 'Asia']",200000,4.3,1617,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Bitter Sweet By Najla,['Dessert Parlor'],['Desserts'],['Indonesia'],80000,3.1,12,"Jl. Kemang Selatan, Blok Bersama No.14, Kemang, Jakarta",Pasar Minggu,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Goffee,['Toko Minuman'],"['Kopi', 'Minuman', 'Desserts']",['No Region'],60000,3.2,10,"Ruko Little Asia, Jl. Permata Sari Utara No. 816, Jatiuwung, Tangerang",Curug,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
MUCCA Steak,['Casual Dining'],"['Tea', 'Steak']","['No Region', 'Barat']",350000,4.2,227,"Citywalk Sudirman, Lantai 1, Jl. KH Mas Mansyur, Sudirman, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Sushi Enju,['Quick Bites'],['Sushi'],"['Indonesia', 'Jepang']",120000,3.6,60,"Jl. Bintaro Utama 5, blok EA 2 No.49, Pondok Aren, Tangerang",Ciputat Timur,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Ruang Sholat', 'Ruang Pribadi Tersedia', 'Di dalam ruangan']"
Samudera Rasa,['Casual Dining'],['Seafood'],['Indonesia'],200000,4.3,126,"Jl. Boulevard Raya, Blok QF 1 No. 1, Lantai 2, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
The Moon - Hotel Monopoli,['Lounge'],['Kopi'],['Barat'],200000,4.1,289,"Hotel Monopoli, Jl. Taman Kemang No. 12, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Menyediakan cocktail', 'Rooftop']"
Shabu Shabu House,['Casual Dining'],"['Sushi', 'Ramen']","['Chinese', 'Jepang']",350000,4.5,625,"Plaza Indonesia, Lantai 1, Jl. MH Thamrin, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Menyediakan cocktail', 'Wifi Tersedia']"
Happy Day,['Quick Bites'],['Dimsum'],"['Barat', 'Itali', 'Indonesia']",120000,4.0,849,"Jl. Ir. H. Juanda No 19, Gambir, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Ramah untuk Anak', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Arts Cafe - Raffles Jakarta,"['Casual Dining', 'Kafe']",['Dimsum'],"['No Region', 'Barat']",450000,4.3,436,"Raffles Jakarta, Jl. Prof. Dr. Satrio No. 3 - 5, Karet, Jakarta 12940",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Sarapan', 'Hanya Wine', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Ruang Sholat', 'Live Entertainment', 'Reservasi meja direkomendasikan']"
Mayhaps,['Kafe'],"['Tea', 'Kopi']",['Indonesia'],80000,4.2,252,"Jl. Panglima Polim V No. 21, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia']"
De Cafe Rooftop Garden,['Kafe'],['Kopi'],"['Asia', 'No Region', 'Itali', 'Indonesia']",120000,4.2,410,"Jl. Sukasari 1 No. 12, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Rooftop', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
